ax	ay	az	gx	gy	gz	mx	my	mz	MotorIzquierdo	MotorDerecho	DutyMotorIzquierdo	DutyMotorDerecho	roll	pitch	yaw	yaw_Gps	Bateria	TDerecho	TIzquierdo	IDerecho	IIzquierdo	WDerecho	WIzquierdo	U	UR	UL	UtR	UtL	errorR	UiR	UdR	UpR	Ui1R	errorL	UiL	UdL	UpL	Ui1L	t	KpL
0.000000	0.055664	0.931152	-1.280488	-1.341463	0.426829	22.087502	182.165634	27.907032	0.000000	0.000000	50.000000	0.000000	-2.719802	1.312799	-24.659992	-24.659992	12.925600	27.000000	30.000000	0.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.149998	1.800000	
-0.039062	0.040527	0.916992	-2.256098	0.670732	0.000000	22.087502	182.165634	27.907032	0.000000	0.000000	50.000000	-0.039062	-2.653316	1.410860	-24.659992	-24.659992	12.923200	27.000000	30.000000	0.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.199998	1.800000	
-0.096680	0.056641	0.972168	-1.585366	1.585366	0.365854	21.731251	183.958603	26.184376	0.000000	0.000000	50.000000	-0.096680	-2.518332	1.710065	-24.581575	-24.581575	12.918400	27.000000	30.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.249998	1.800000	
-0.050293	0.042969	1.047363	-2.256098	-0.304878	0.487805	21.731251	183.958603	26.184376	0.000000	0.000000	50.000000	-0.050293	-2.470134	1.756184	-23.920616	-23.920616	12.913600	27.000000	30.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.299998	1.800000	
0.029297	0.028809	0.886719	-1.341463	0.365854	0.121951	21.731251	183.958603	26.184376	0.000000	0.000000	50.000000	0.029297	-2.403202	1.603262	-23.526199	-23.526199	12.923200	27.000000	30.000000	1.000000	1.000000	7.330377	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.349998	1.800000	
0.023926	0.027832	0.907227	-1.341463	1.402439	0.000000	19.771875	181.986328	26.356642	0.000000	0.000000	50.000000	0.023926	-2.344813	1.528213	-23.526199	-23.526199	12.894400	27.000000	30.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.399998	1.800000	
-0.095703	0.031738	0.953613	-1.585366	0.914634	0.243902	19.771875	181.986328	26.356642	0.000000	0.000000	50.000000	-0.095703	-2.295012	1.790797	-24.512985	-24.512985	12.923200	27.000000	30.000000	1.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.449998	1.800000	
-0.026367	0.069336	0.940918	-1.402439	0.304878	0.731707	19.771875	181.986328	26.356642	0.000000	0.000000	50.000000	-0.026367	-2.122891	1.807324	-24.215139	-24.215139	12.925600	27.000000	30.000000	0.000000	1.000000	7.330377	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.499998	1.800000	
0.023926	0.026855	0.974121	-1.585366	-0.853659	0.365854	21.553125	183.420715	26.356642	0.000000	0.000000	50.000000	0.023926	-2.099066	1.615616	-24.455435	-24.455435	12.923200	27.000000	30.000000	1.000000	1.000000	6.492620	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.549998	1.800000	
-0.026855	0.060547	0.981445	-1.219512	0.304878	0.243902	21.553125	183.420715	26.356642	0.000000	0.000000	50.000000	-0.026855	-1.962334	1.637965	-24.455435	-24.455435	12.918400	27.000000	31.000000	4.000000	0.000000	6.492620	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.599998	1.800000	
-0.060059	0.098633	0.960937	-1.524390	-1.280488	-0.182927	21.553125	184.137894	28.768360	0.000000	0.000000	50.000000	-0.060059	-1.734337	1.678201	-24.707460	-24.707460	12.918400	27.000000	31.000000	2.000000	1.000000	6.492620	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.649998	1.800000	
-0.044922	0.015625	0.908691	-1.707317	-0.487805	0.304878	21.553125	184.137894	28.768360	0.000000	0.000000	50.000000	-0.044922	-1.765234	1.720316	-24.386372	-24.386372	12.872800	27.000000	31.000000	1.000000	1.000000	7.330377	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.699998	1.800000	
0.002441	0.017578	0.917969	0.304878	-1.707317	0.121951	21.553125	184.137894	28.768360	0.000000	0.000000	50.000000	0.002441	-1.688571	1.551609	-24.215139	-24.215139	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.749998	1.800000	
-0.103516	0.065430	0.912109	-0.731707	-0.975610	0.182927	20.128126	182.344925	24.978518	0.000000	0.000000	50.000000	-0.103516	-1.520860	1.755077	-24.215139	-24.215139	12.923200	27.000000	30.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.799998	1.800000	
0.000977	-0.030273	1.013672	-3.719512	1.951220	0.182927	20.128126	182.344925	24.978518	0.000000	0.000000	50.000000	0.000977	-1.796505	1.772233	-24.341089	-24.341089	12.925600	27.000000	30.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.849998	1.800000	
0.027832	0.087402	0.887695	-0.853659	-0.426829	0.487805	21.018751	185.034378	28.596096	0.000000	0.000000	50.000000	0.027832	-1.552787	1.585222	-24.102234	-24.102234	12.923200	27.000000	30.000000	1.000000	1.000000	7.330377	7.330377	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.899997	1.800000	
-0.027832	0.061035	0.961914	-1.219512	0.975610	0.548781	21.018751	185.034378	28.596096	0.000000	0.000000	50.000000	-0.027832	-1.437739	1.647414	-24.158564	-24.158564	12.925600	27.000000	30.000000	0.000000	1.000000	6.911498	6.073740	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.949997	1.800000	
-0.016602	0.004883	1.013184	-2.012195	0.000000	0.243902	21.018751	185.034378	28.596096	0.000000	0.000000	50.000000	-0.016602	-1.533761	1.621750	-24.158564	-24.158564	12.925600	27.000000	30.000000	0.000000	1.000000	6.911498	7.853975	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.999997	1.800000	
-0.003906	0.029785	0.935059	-1.829268	0.182927	0.487805	21.196877	184.137894	29.457424	0.000000	0.000000	50.000000	-0.003906	-1.538864	1.572279	-23.990316	-23.990316	12.923200	27.000000	30.000000	0.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.049997	1.800000	
0.024902	0.038574	0.981934	-2.317073	3.292683	0.121951	21.196877	184.137894	29.457424	0.000000	0.000000	50.000000	0.024902	-1.548045	1.596750	-23.850473	-23.850473	12.923200	27.000000	31.000000	0.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.099998	1.800000	
-0.071777	0.051270	0.966797	-1.219512	-0.914634	0.365854	20.840626	180.910553	27.734768	0.000000	0.000000	50.000000	-0.071777	-1.463251	1.691382	-24.524057	-24.524057	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.149998	1.800000	
0.036621	0.054688	0.952637	-1.463415	-0.243902	0.060976	20.840626	180.910553	27.734768	0.000000	0.000000	50.000000	0.036621	-1.382307	1.496260	-24.524057	-24.524057	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.199998	1.800000	
-0.068359	0.044922	0.958496	-0.182927	-1.036585	0.243902	20.840626	180.910553	27.734768	0.000000	0.000000	50.000000	-0.068359	-1.271394	1.581408	-24.145542	-24.145542	12.923200	27.000000	31.000000	1.000000	1.000000	7.330377	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.249998	1.800000	
-0.054688	0.012695	0.896484	-1.585366	0.853659	0.121951	21.375002	185.034378	27.217970	0.000000	0.000000	50.000000	-0.054688	-1.328197	1.727782	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.299998	1.800000	
0.007324	0.057129	0.946289	-1.707317	0.487805	0.304878	21.375002	185.034378	27.217970	0.000000	0.000000	50.000000	0.007324	-1.257282	1.654502	-23.835791	-23.835791	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.349998	1.800000	
-0.015625	-0.034180	0.964844	-2.256098	-0.670732	0.670732	21.375002	183.241409	28.940626	0.000000	0.000000	50.000000	-0.015625	-1.487805	1.594923	-23.835791	-23.835791	12.923200	27.000000	31.000000	1.000000	1.000000	7.330377	7.330377	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.399999	1.800000	
-0.016602	0.035645	0.977539	-2.500000	-0.426829	0.182927	21.375002	183.241409	28.940626	0.000000	0.000000	50.000000	-0.016602	-1.516365	1.552263	-23.962488	-23.962488	12.918400	27.000000	31.000000	2.000000	1.000000	6.492620	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.449999	1.800000	
-0.026367	0.032227	0.925781	-2.743902	2.134146	0.304878	21.375002	183.241409	28.940626	0.000000	0.000000	50.000000	-0.026367	-1.560044	1.672309	-24.018869	-24.018869	12.923200	27.000000	31.000000	2.000000	1.000000	6.492620	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.499999	1.800000	
-0.097656	0.017578	0.972168	-2.012195	1.524390	-0.060976	21.375002	183.241409	28.940626	0.000000	0.000000	50.000000	-0.097656	-1.613702	1.958018	-24.171444	-24.171444	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.549999	1.800000	
-0.027344	-0.003418	0.956055	-1.036585	-0.914634	0.365854	21.375002	183.241409	28.940626	0.000000	0.000000	50.000000	-0.027344	-1.675783	1.905945	-24.171444	-24.171444	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	7.330377	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.599999	1.800000	
0.003418	0.008789	0.962402	-2.256098	1.707317	-0.304878	22.621876	181.986328	28.423830	0.000000	0.000000	50.000000	0.003418	-1.760978	1.895451	-24.364801	-24.364801	12.918400	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.650000	1.800000	
-0.070312	0.071289	0.975098	-1.463415	0.365854	0.243902	22.621876	181.986328	28.423830	0.000000	0.000000	50.000000	-0.070312	-1.621725	2.033040	-24.535009	-24.535009	12.923200	27.000000	31.000000	1.000000	1.000000	7.330377	6.073740	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.700000	1.800000	
-0.067383	0.032715	1.027344	-2.256098	0.548781	0.121951	22.621876	181.986328	28.423830	0.000000	0.000000	50.000000	-0.067383	-1.644847	2.154627	-24.535009	-24.535009	12.872800	27.000000	31.000000	1.000000	2.000000	6.911498	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.750000	1.800000	
0.056641	0.049316	0.986816	-2.134146	0.975610	0.670732	21.731251	185.034378	27.562502	0.000000	0.000000	50.000000	0.056641	-1.608797	1.945328	-24.535009	-24.535009	12.925600	27.000000	31.000000	1.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.800000	1.800000	
0.007812	0.021484	0.900391	-0.060976	-1.158537	0.182927	21.731251	185.034378	27.562502	0.000000	0.000000	50.000000	0.007812	-1.544827	1.775909	-23.976477	-23.976477	12.923200	27.000000	31.000000	0.000000	1.000000	7.330377	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.850000	1.800000	
-0.120117	0.000000	0.962891	-2.317073	0.731707	0.365854	19.950001	183.958603	28.251564	0.000000	0.000000	50.000000	-0.120117	-1.664967	2.085346	-24.240217	-24.240217	12.918400	27.000000	31.000000	0.000000	1.000000	7.330377	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.900001	1.800000	
-0.068359	0.051270	1.009277	-2.195122	0.670732	0.304878	19.950001	183.958603	28.251564	0.000000	0.000000	50.000000	-0.068359	-1.629312	2.216576	-24.240217	-24.240217	12.923200	27.000000	31.000000	0.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.950001	1.800000	
-0.018066	0.060547	0.916504	-0.670732	0.000000	-0.060976	19.950001	183.958603	28.251564	0.000000	0.000000	50.000000	-0.018066	-1.476190	2.171843	-24.602795	-24.602795	12.836800	27.000000	31.000000	0.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000001	1.800000	
0.010254	0.031738	1.003418	-1.524390	-0.426829	0.487805	21.375002	182.524231	26.184376	0.000000	0.000000	50.000000	0.010254	-1.469659	2.023977	-23.962488	-23.962488	12.925600	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.050001	1.800000	
-0.054199	0.037598	1.009277	-2.012195	0.000000	-0.121951	21.375002	182.524231	26.184376	0.000000	0.000000	50.000000	-0.054199	-1.473263	2.084719	-24.227745	-24.227745	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.073740	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.100001	1.800000	
0.060059	0.058105	0.960937	-0.975610	0.670732	0.426829	21.375002	182.524231	26.184376	0.000000	0.000000	50.000000	0.060059	-1.358846	1.849085	-24.227745	-24.227745	12.925600	27.000000	31.000000	1.000000	1.000000	6.911498	6.073740	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.150002	1.800000	
-0.020996	0.023926	0.934570	-1.707317	-0.182927	0.060976	21.375002	182.524231	27.562502	0.000000	0.000000	50.000000	-0.020996	-1.384917	1.821283	-24.088938	-24.088938	12.923200	27.000000	31.000000	0.000000	1.000000	6.911498	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.200002	1.800000	
-0.079102	0.008301	1.023438	-2.560976	0.426829	0.243902	21.375002	182.524231	27.562502	0.000000	0.000000	50.000000	-0.079102	-1.501947	1.980416	-24.581575	-24.581575	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.073740	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.250002	1.800000	
-0.180176	-0.089844	1.001465	-1.036585	-0.609756	0.853659	21.375002	182.524231	27.562502	0.000000	0.000000	50.000000	-0.180176	-1.809345	2.363366	-24.707460	-24.707460	12.860800	27.000000	31.000000	0.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.300002	1.800000	
0.069824	-0.023926	0.899414	-1.951220	-0.487805	0.243902	21.375002	182.524231	27.562502	0.000000	0.000000	50.000000	0.069824	-1.972852	2.012298	-24.707460	-24.707460	12.923200	27.000000	31.000000	1.000000	1.000000	6.492620	6.911498	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.350002	1.800000	
-0.003418	0.028320	0.898438	-0.426829	0.304878	1.158537	21.375002	182.524231	27.562502	0.000000	0.000000	50.000000	-0.003418	-1.885761	1.949656	-24.466791	-24.466791	12.911200	27.000000	31.000000	3.000000	1.000000	6.492620	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.400002	1.800000	
-0.010254	0.036621	1.001953	-1.341463	-0.609756	0.487805	22.978127	183.062119	26.701174	0.000000	0.000000	50.000000	-0.010254	-1.835884	1.861629	-24.284294	-24.284294	12.923200	27.000000	31.000000	2.000000	1.000000	6.911498	6.492620	30.000000	5.872393	4.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.450003	1.800000	
-0.013184	0.076660	0.965820	-1.951220	1.219512	0.487805	22.978127	183.062119	26.701174	0.000000	0.000000	50.000000	-0.013184	-1.698732	1.879240	-24.227745	-24.227745	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.500003	1.800000	
0.012207	0.019531	0.973633	-1.341463	0.670732	-0.243902	21.196877	185.572266	27.045704	0.000000	0.000000	50.000000	0.012207	-1.706020	1.793029	-24.227745	-24.227745	12.923200	27.000000	31.000000	1.000000	1.000000	6.911498	6.492620	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.550003	1.800000	
0.197266	0.036621	0.785645	1.158537	0.182927	1.402439	21.196877	185.572266	27.045704	0.000000	0.000000	50.000000	0.197266	-1.517399	1.039231	-24.215139	-24.215139	12.923200	27.000000	31.000000	0.000000	0.000000	3.455749	0.837757	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.600003	1.800000	
0.166992	0.136719	1.004883	19.024391	-8.109756	2.743902	21.196877	185.572266	27.045704	0.000000	0.000000	50.000000	0.166992	-0.195759	0.135343	-24.296490	-24.296490	12.923200	27.000000	31.000000	0.000000	0.000000	3.455749	3.455749	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.650003	1.800000	
0.010254	-0.010742	0.933594	-0.304878	-14.207317	3.841463	22.800001	182.882812	31.352345	0.000000	0.000000	50.000000	0.010254	-0.315119	-0.601644	-23.976477	-23.976477	12.925600	27.000000	31.000000	0.000000	0.000000	1.675515	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.700004	1.800000	
0.164551	0.065918	0.694824	1.036585	-7.378049	-1.768293	22.800001	182.882812	31.352345	0.000000	0.000000	50.000000	0.164551	-0.065981	-1.581968	-23.976477	-23.976477	12.923200	27.000000	31.000000	0.000000	0.000000	0.418879	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.750004	1.800000	
0.010742	0.025879	1.042480	-7.317073	11.341463	0.182927	22.800001	182.524231	31.007814	0.000000	0.000000	50.000000	0.010742	-0.438266	-0.955582	-24.158564	-24.158564	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.800004	1.800000	
-0.164551	-0.244141	0.988770	-5.853659	5.182927	1.280488	22.800001	182.524231	31.007814	0.000000	0.000000	50.000000	-0.164551	-1.461163	-0.188294	-24.259502	-24.259502	12.925600	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.850004	1.800000	
-0.038574	0.115234	0.902832	-1.890244	-2.256098	-0.182927	22.800001	182.524231	31.007814	0.000000	0.000000	50.000000	-0.038574	-1.205289	-0.162236	-24.466791	-24.466791	12.918400	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.900004	1.800000	
-0.038574	0.019043	0.958496	-5.365854	0.365854	-2.500000	22.800001	182.524231	31.007814	0.000000	0.000000	50.000000	-0.038574	-1.437573	-0.015297	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.950005	1.800000	
0.062988	0.117676	0.958496	2.804878	4.451220	1.585366	22.800001	182.524231	31.007814	0.000000	0.000000	50.000000	0.062988	-0.963006	0.034877	-24.649725	-24.649725	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000005	1.800000	
-0.075684	0.080078	0.909668	-0.731707	3.292683	0.731707	21.553125	183.420715	32.558205	0.000000	0.000000	50.000000	-0.075684	-0.784596	0.442192	-24.145542	-24.145542	12.925600	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.050005	1.800000	
-0.086914	0.030762	0.949219	-1.707317	-5.060976	0.060976	21.553125	183.420715	32.558205	0.000000	0.000000	50.000000	-0.086914	-0.820259	0.435490	-24.284294	-24.284294	12.925600	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.100005	1.800000	
0.085449	0.089844	1.017090	-3.536586	-1.036585	0.426829	21.553125	183.420715	32.558205	0.000000	0.000000	50.000000	0.085449	-0.788481	0.136006	-24.284294	-24.284294	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.150005	1.800000	
-0.056152	0.018555	0.890625	-0.792683	3.658537	0.060976	22.978127	182.703522	30.491016	0.000000	0.000000	50.000000	-0.056152	-0.810588	0.500194	-24.284294	-24.284294	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.200006	1.800000	
-0.062500	0.037109	1.006348	-1.707317	-2.926829	0.426829	22.978127	182.703522	30.491016	0.000000	0.000000	50.000000	-0.062500	-0.831982	0.514684	-24.613235	-24.613235	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.250006	1.800000	
0.026367	-0.028320	0.954102	-2.195122	-1.280488	-0.182927	22.443750	182.882812	32.730469	0.000000	0.000000	50.000000	0.026367	-1.065026	0.356465	-24.918022	-24.918022	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.300006	1.800000	
0.000977	0.066895	0.996582	1.280488	4.146341	0.304878	22.443750	182.882812	32.730469	0.000000	0.000000	50.000000	0.000977	-0.839152	0.553193	-24.918022	-24.918022	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.350006	1.800000	
