0.178125	60.064457	5.684766	
1.246875	61.498829	9.819141	
1.246875	61.498829	9.819141	
1.246875	61.498829	9.819141	
1.068750	60.960941	8.268750	
1.068750	60.960941	8.268750	
0.534375	61.857426	7.751954	
0.534375	61.857426	7.751954	
0.534375	61.857426	7.751954	
0.534375	61.857426	8.096485	
0.534375	61.857426	8.096485	
1.246875	60.781643	8.785547	
1.246875	60.781643	8.785547	
1.246875	60.781643	8.785547	
1.603125	61.857426	9.130078	
1.603125	61.857426	9.130078	
1.425000	61.319534	8.957813	
1.425000	61.319534	8.957813	
1.425000	61.319534	8.957813	
0.178125	61.498829	9.474610	
0.178125	61.498829	9.474610	
0.178125	61.498829	9.474610	
0.890625	63.291798	7.062891	
0.890625	63.291798	7.062891	
0.356250	60.960941	10.680470	
0.356250	60.960941	10.680470	
0.356250	60.960941	10.680470	
1.246875	58.988674	8.096485	
1.246875	58.988674	8.096485	
0.000000	61.678127	8.957813	
0.000000	61.678127	8.957813	
0.000000	61.678127	8.957813	
0.890625	60.423050	8.096485	
0.890625	60.423050	8.096485	
1.425000	64.188286	9.302344	
1.425000	64.188286	9.302344	
1.425000	64.188286	9.302344	
2.671875	61.498829	9.474610	
2.671875	61.498829	9.474610	
2.671875	61.498829	9.474610	
2.671875	61.498829	9.474610	
2.671875	61.498829	9.474610	
0.890625	60.781643	8.096485	
0.890625	60.781643	8.096485	
0.712500	60.960941	7.235157	
0.712500	60.960941	7.235157	
0.712500	60.960941	7.235157	
2.137500	61.678127	8.957813	
2.137500	61.678127	8.957813	
1.781250	61.319534	9.302344	
1.781250	61.319534	9.302344	
1.781250	61.319534	9.302344	
2.493750	61.319534	7.924219	
2.493750	61.319534	7.924219	
2.493750	61.319534	7.924219	
1.781250	60.960941	8.268750	
1.781250	60.960941	8.268750	
2.850000	62.036720	9.991406	
2.850000	62.036720	9.991406	
2.850000	62.036720	9.991406	
1.246875	59.705860	6.029297	
1.246875	59.705860	6.029297	
1.068750	62.036720	8.268750	
1.068750	62.036720	8.268750	
1.068750	62.036720	8.268750	
2.671875	61.140236	7.407422	
2.671875	61.140236	7.407422	
0.178125	64.008987	8.785547	
0.178125	64.008987	8.785547	
0.178125	64.008987	8.785547	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.178125	62.216019	9.130078	
0.890625	62.574612	9.474610	
0.890625	62.574612	9.474610	
0.890625	62.574612	9.474610	
1.603125	60.781643	9.130078	
1.603125	60.781643	9.130078	
0.890625	60.064457	7.751954	
0.890625	60.064457	7.751954	
0.890625	60.064457	7.751954	
1.068750	61.678127	9.302344	
1.068750	61.678127	9.302344	
1.068750	61.678127	9.302344	
-0.178125	61.140236	7.407422	
-0.178125	61.140236	7.407422	
1.425000	61.678127	8.613281	
1.425000	61.678127	8.613281	
1.425000	61.678127	8.613281	
1.246875	61.498829	8.096485	
1.246875	61.498829	8.096485	
1.068750	60.960941	8.613281	
1.068750	60.960941	8.613281	
1.068750	60.960941	8.613281	
1.603125	62.574612	8.785547	
1.603125	62.574612	8.785547	
1.603125	62.933205	8.441016	
